Submission Date,Your Name,The Name of Your Organization,Your Job Title,Please select the option/s that apply to you,z_code_relation_type,z_code_raw,z_code_label,z_code,Count Specializations,Count Interferences,NORMALIZED COUNT SPECIALTIES,NORMALIZED COUNT INTERFERENCES,Z_Group
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Homelessness (Z59.0),Homelessness,Z59.0,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,"Discord with neighbors, lodgers and landlord (Z59.2)","Discord with neighbors, lodgers and landlord",Z59.2,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Problems related to living in residential institution (Z59.3),Problems related to living in residential institution,Z59.3,1,0,1.0,0.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Extreme poverty (Z59.5),Extreme poverty,Z59.5,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Low income (Z59.6),Low income,Z59.6,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,1,1,1.0,1.0,75
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,1,1,1.0,1.0,75
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,1,1,1.0,1.0,60
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Problems related to living alone (Z60.2),Problems related to living alone,Z60.2,1,1,1.0,1.0,60
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Acculturation difficulty (Z60.3),Acculturation difficulty,Z60.3,1,0,1.0,0.0,60
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,1,1,1.0,1.0,60
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,1,0,1.0,0.0,63
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,1,1,1.0,1.0,63
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,1,1,1.0,1.0,63
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,1,1,1.0,1.0,56
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Change of job (Z56.1),Change of job,Z56.1,1,1,1.0,1.0,56
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Homelessness (Z59.0),Homelessness,Z59.0,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,"Discord with neighbors, lodgers and landlord (Z59.2)","Discord with neighbors, lodgers and landlord",Z59.2,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Low income (Z59.6),Low income,Z59.6,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,1,1,1.0,1.0,59
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,1,1,1.0,1.0,75
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,1,1,1.0,1.0,75
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,1,1,1.0,1.0,60
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Problems related to living alone (Z60.2),Problems related to living alone,Z60.2,1,1,1.0,1.0,60
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,1,1,1.0,1.0,60
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,1,1,1.0,1.0,63
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",interfere,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,1,1,1.0,1.0,63
10/6/2025,Aleesia Morales,City of Tacoma/Fire Department - HOPE Program,HOPE Program Manager,"Administrator
Direct Service Provider",specialize,Homelessness (Z59.0),Homelessness,Z59.0,1,0,1.0,0.0,59
10/6/2025,Aleesia Morales,City of Tacoma/Fire Department - HOPE Program,HOPE Program Manager,"Administrator
Direct Service Provider",specialize,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,0,1.0,0.0,59
10/6/2025,Aleesia Morales,City of Tacoma/Fire Department - HOPE Program,HOPE Program Manager,"Administrator
Direct Service Provider",specialize,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,1,0,1.0,0.0,59
10/6/2025,Aleesia Morales,City of Tacoma/Fire Department - HOPE Program,HOPE Program Manager,"Administrator
Direct Service Provider",specialize,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,1,0,1.0,0.0,63
10/6/2025,Aleesia Morales,City of Tacoma/Fire Department - HOPE Program,HOPE Program Manager,"Administrator
Direct Service Provider",specialize,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,1,0,1.0,0.0,65
10/6/2025,Aleesia Morales,City of Tacoma/Fire Department - HOPE Program,HOPE Program Manager,"Administrator
Direct Service Provider",specialize,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,1,0,1.0,0.0,65
10/6/2025,Aleesia Morales,City of Tacoma/Fire Department - HOPE Program,HOPE Program Manager,"Administrator
Direct Service Provider",specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,1,0,1.0,0.0,65
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,specialize,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,2,0,1.0,0.0,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,specialize,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,2,1,1.0,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,specialize,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,1,1,0.5,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,specialize,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,1,1,0.5,0.5,75
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,1,1,0.5,0.5,56
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Change of job (Z56.1),Change of job,Z56.1,1,1,0.5,0.5,56
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Unspecified problems related to employment (Z56.9),Unspecified problems related to employment,Z56.9,1,1,0.5,0.5,56
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Homelessness (Z59.0),Homelessness,Z59.0,1,1,0.5,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,1,0.5,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,1,1,0.5,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Low income (Z59.6),Low income,Z59.6,1,1,0.5,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,2,1,1.0,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,1,1,0.5,0.5,59
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,1,1,0.5,0.5,75
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,0,1,0.0,0.5,60
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Problems related to living alone (Z60.2),Problems related to living alone,Z60.2,1,1,0.5,0.5,60
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Acculturation difficulty (Z60.3),Acculturation difficulty,Z60.3,0,1,0.0,0.5,60
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,0,1,0.0,0.5,60
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,0,1,0.0,0.5,62
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,0,1,0.0,0.5,62
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,0,1,0.0,0.5,62
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,1,1,0.5,0.5,62
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Dependent relative needing care at home (Z63.6),Dependent relative needing care at home,Z63.6,1,1,0.5,0.5,63
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,0,1,0.0,0.5,65
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,0,1,0.0,0.5,65
10/6/2025,Sarah Hubbard,Nourish Pierce County,Food Bank Manager,Direct Service Provider,interfere,"Exposure to disaster, war and other hostilities (Z65.5)","Exposure to disaster, war and other hostilities",Z65.5,1,1,0.5,0.5,65
10/6/2025,Marissa Laws,Tacoma Fire Department CARES,Program Manager,Program Manager,specialize,Homelessness (Z59.0),Homelessness,Z59.0,1,1,1.0,1.0,59
10/6/2025,Marissa Laws,Tacoma Fire Department CARES,Program Manager,Program Manager,specialize,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,1,1.0,1.0,59
10/6/2025,Marissa Laws,Tacoma Fire Department CARES,Program Manager,Program Manager,specialize,Problems related to living in residential institution (Z59.3),Problems related to living in residential institution,Z59.3,1,0,1.0,0.0,59
10/6/2025,Marissa Laws,Tacoma Fire Department CARES,Program Manager,Program Manager,specialize,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,1,1,1.0,1.0,59
10/6/2025,Marissa Laws,Tacoma Fire Department CARES,Program Manager,Program Manager,specialize,Low income (Z59.6),Low income,Z59.6,1,0,1.0,0.0,59
10/6/2025,Marissa Laws,Tacoma Fire Department CARES,Program Manager,Program Manager,specialize,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,1,1,1.0,1.0,59
